,filename,state,subject,index,eye_state,gender,glasses,reflections,lighting,sensor_id
0,s0001_01842_0_0_1_0_0_01.png,awake,1,01842,0,0,1,0,0,01
1,s0001_01843_0_0_1_0_0_01.png,awake,1,01843,0,0,1,0,0,01
2,s0001_01845_0_0_1_0_0_01.png,awake,1,01845,0,0,1,0,0,01
3,s0001_01848_0_0_1_0_0_01.png,awake,1,01848,0,0,1,0,0,01
4,s0001_01852_0_0_1_0_0_01.png,awake,1,01852,0,0,1,0,0,01
5,s0001_01854_0_0_1_0_0_01.png,awake,1,01854,0,0,1,0,0,01
6,s0001_01856_0_0_1_0_0_01.png,awake,1,01856,0,0,1,0,0,01
7,s0001_01857_0_0_1_0_0_01.png,awake,1,01857,0,0,1,0,0,01
8,s0001_01859_0_0_1_0_0_01.png,awake,1,01859,0,0,1,0,0,01
9,s0001_01861_0_0_1_0_0_01.png,awake,1,01861,0,0,1,0,0,01
10,s0001_01862_0_0_1_0_0_01.png,awake,1,01862,0,0,1,0,0,01
11,s0001_01863_0_0_1_0_0_01.png,awake,1,01863,0,0,1,0,0,01
12,s0001_01864_0_0_1_0_0_01.png,awake,1,01864,0,0,1,0,0,01
13,s0001_01865_0_0_1_0_0_01.png,awake,1,01865,0,0,1,0,0,01
14,s0001_01871_0_0_1_0_0_01.png,awake,1,01871,0,0,1,0,0,01
15,s0001_01872_0_0_1_0_0_01.png,awake,1,01872,0,0,1,0,0,01
16,s0001_01873_0_0_1_0_0_01.png,awake,1,01873,0,0,1,0,0,01
17,s0001_01874_0_0_1_0_0_01.png,awake,1,01874,0,0,1,0,0,01
18,s0001_01875_0_0_1_0_0_01.png,awake,1,01875,0,0,1,0,0,01
19,s0001_01877_0_0_1_0_0_01.png,awake,1,01877,0,0,1,0,0,01
20,s0001_01878_0_0_1_0_0_01.png,awake,1,01878,0,0,1,0,0,01
21,s0001_01881_0_0_1_0_0_01.png,awake,1,01881,0,0,1,0,0,01
22,s0001_01883_0_0_1_0_0_01.png,awake,1,01883,0,0,1,0,0,01
23,s0001_01887_0_0_1_0_0_01.png,awake,1,01887,0,0,1,0,0,01
24,s0001_01890_0_0_1_0_0_01.png,awake,1,01890,0,0,1,0,0,01
25,s0001_01891_0_0_1_0_0_01.png,awake,1,01891,0,0,1,0,0,01
26,s0001_01892_0_0_1_0_0_01.png,awake,1,01892,0,0,1,0,0,01
27,s0001_01893_0_0_1_0_0_01.png,awake,1,01893,0,0,1,0,0,01
28,s0001_01894_0_0_1_0_0_01.png,awake,1,01894,0,0,1,0,0,01
29,s0001_01896_0_0_1_0_0_01.png,awake,1,01896,0,0,1,0,0,01
30,s0001_01898_0_0_1_0_0_01.png,awake,1,01898,0,0,1,0,0,01
31,s0001_01899_0_0_1_0_0_01.png,awake,1,01899,0,0,1,0,0,01
32,s0001_01900_0_0_1_0_0_01.png,awake,1,01900,0,0,1,0,0,01
33,s0001_01901_0_0_1_0_0_01.png,awake,1,01901,0,0,1,0,0,01
34,s0001_01902_0_0_1_0_0_01.png,awake,1,01902,0,0,1,0,0,01
35,s0001_01903_0_0_1_0_0_01.png,awake,1,01903,0,0,1,0,0,01
36,s0001_01907_0_0_1_0_0_01.png,awake,1,01907,0,0,1,0,0,01
37,s0001_01909_0_0_1_0_0_01.png,awake,1,01909,0,0,1,0,0,01
38,s0001_01910_0_0_1_0_0_01.png,awake,1,01910,0,0,1,0,0,01
39,s0001_01914_0_0_1_0_0_01.png,awake,1,01914,0,0,1,0,0,01
40,s0001_01915_0_0_1_0_0_01.png,awake,1,01915,0,0,1,0,0,01
41,s0001_01918_0_0_1_0_0_01.png,awake,1,01918,0,0,1,0,0,01
42,s0001_01922_0_0_1_0_0_01.png,awake,1,01922,0,0,1,0,0,01
43,s0001_01923_0_0_1_0_0_01.png,awake,1,01923,0,0,1,0,0,01
44,s0001_01924_0_0_1_0_0_01.png,awake,1,01924,0,0,1,0,0,01
45,s0001_01925_0_0_1_0_0_01.png,awake,1,01925,0,0,1,0,0,01
46,s0001_01926_0_0_1_0_0_01.png,awake,1,01926,0,0,1,0,0,01
47,s0001_01928_0_0_1_0_0_01.png,awake,1,01928,0,0,1,0,0,01
48,s0001_01930_0_0_1_0_0_01.png,awake,1,01930,0,0,1,0,0,01
49,s0001_01931_0_0_1_0_0_01.png,awake,1,01931,0,0,1,0,0,01
50,s0001_01932_0_0_1_0_0_01.png,awake,1,01932,0,0,1,0,0,01
51,s0001_01936_0_0_1_0_0_01.png,awake,1,01936,0,0,1,0,0,01
52,s0001_01937_0_0_1_0_0_01.png,awake,1,01937,0,0,1,0,0,01
53,s0001_01938_0_0_1_0_0_01.png,awake,1,01938,0,0,1,0,0,01
54,s0001_01939_0_0_1_0_0_01.png,awake,1,01939,0,0,1,0,0,01
55,s0001_01940_0_0_1_0_0_01.png,awake,1,01940,0,0,1,0,0,01
56,s0001_01943_0_0_1_0_0_01.png,awake,1,01943,0,0,1,0,0,01
57,s0001_01944_0_0_1_0_0_01.png,awake,1,01944,0,0,1,0,0,01
58,s0001_01945_0_0_1_0_0_01.png,awake,1,01945,0,0,1,0,0,01
59,s0001_01946_0_0_1_0_0_01.png,awake,1,01946,0,0,1,0,0,01
60,s0001_01947_0_0_1_0_0_01.png,awake,1,01947,0,0,1,0,0,01
61,s0001_01949_0_0_1_0_0_01.png,awake,1,01949,0,0,1,0,0,01
62,s0001_01951_0_0_1_0_0_01.png,awake,1,01951,0,0,1,0,0,01
63,s0001_01952_0_0_1_0_0_01.png,awake,1,01952,0,0,1,0,0,01
64,s0001_01953_0_0_1_0_0_01.png,awake,1,01953,0,0,1,0,0,01
65,s0001_01954_0_0_1_0_0_01.png,awake,1,01954,0,0,1,0,0,01
66,s0001_01955_0_0_1_0_0_01.png,awake,1,01955,0,0,1,0,0,01
67,s0001_01956_0_0_1_0_0_01.png,awake,1,01956,0,0,1,0,0,01
68,s0001_01957_0_0_1_0_0_01.png,awake,1,01957,0,0,1,0,0,01
69,s0001_01958_0_0_1_0_0_01.png,awake,1,01958,0,0,1,0,0,01
70,s0001_01960_0_0_1_0_0_01.png,awake,1,01960,0,0,1,0,0,01
71,s0001_01962_0_0_1_0_0_01.png,awake,1,01962,0,0,1,0,0,01
72,s0001_01963_0_0_1_0_0_01.png,awake,1,01963,0,0,1,0,0,01
73,s0001_01964_0_0_1_0_0_01.png,awake,1,01964,0,0,1,0,0,01
74,s0001_01965_0_0_1_0_0_01.png,awake,1,01965,0,0,1,0,0,01
75,s0001_01966_0_0_1_0_0_01.png,awake,1,01966,0,0,1,0,0,01
76,s0001_01967_0_0_1_0_0_01.png,awake,1,01967,0,0,1,0,0,01
77,s0001_01968_0_0_1_0_0_01.png,awake,1,01968,0,0,1,0,0,01
78,s0001_01969_0_0_1_0_0_01.png,awake,1,01969,0,0,1,0,0,01
79,s0001_01971_0_0_1_0_0_01.png,awake,1,01971,0,0,1,0,0,01
80,s0001_01972_0_0_1_0_0_01.png,awake,1,01972,0,0,1,0,0,01
81,s0001_01974_0_0_1_0_0_01.png,awake,1,01974,0,0,1,0,0,01
82,s0001_01976_0_0_1_0_0_01.png,awake,1,01976,0,0,1,0,0,01
83,s0001_01977_0_0_1_0_0_01.png,awake,1,01977,0,0,1,0,0,01
84,s0001_01978_0_0_1_0_0_01.png,awake,1,01978,0,0,1,0,0,01
85,s0001_01980_0_0_1_0_0_01.png,awake,1,01980,0,0,1,0,0,01
86,s0001_01981_0_0_1_0_0_01.png,awake,1,01981,0,0,1,0,0,01
87,s0001_01982_0_0_1_0_0_01.png,awake,1,01982,0,0,1,0,0,01
88,s0001_01983_0_0_1_0_0_01.png,awake,1,01983,0,0,1,0,0,01
89,s0001_01986_0_0_1_0_0_01.png,awake,1,01986,0,0,1,0,0,01
90,s0001_01990_0_0_1_0_0_01.png,awake,1,01990,0,0,1,0,0,01
91,s0001_01991_0_0_1_0_0_01.png,awake,1,01991,0,0,1,0,0,01
92,s0001_01995_0_0_1_0_0_01.png,awake,1,01995,0,0,1,0,0,01
93,s0001_01997_0_0_1_0_0_01.png,awake,1,01997,0,0,1,0,0,01
94,s0001_01998_0_0_1_0_0_01.png,awake,1,01998,0,0,1,0,0,01
95,s0001_01999_0_0_1_0_0_01.png,awake,1,01999,0,0,1,0,0,01
96,s0001_02001_0_0_1_0_0_01.png,awake,1,02001,0,0,1,0,0,01
97,s0001_02003_0_0_1_0_0_01.png,awake,1,02003,0,0,1,0,0,01
98,s0001_02004_0_0_1_0_0_01.png,awake,1,02004,0,0,1,0,0,01
99,s0001_02005_0_0_1_0_0_01.png,awake,1,02005,0,0,1,0,0,01
100,s0001_02006_0_0_1_0_0_01.png,awake,1,02006,0,0,1,0,0,01
101,s0001_02008_0_0_1_0_0_01.png,awake,1,02008,0,0,1,0,0,01
102,s0001_02009_0_0_1_0_0_01.png,awake,1,02009,0,0,1,0,0,01
103,s0001_02011_0_0_1_0_0_01.png,awake,1,02011,0,0,1,0,0,01
104,s0001_02013_0_0_1_0_0_01.png,awake,1,02013,0,0,1,0,0,01
105,s0001_02014_0_0_1_0_0_01.png,awake,1,02014,0,0,1,0,0,01
106,s0001_02015_0_0_1_0_0_01.png,awake,1,02015,0,0,1,0,0,01
107,s0001_02018_0_0_1_0_0_01.png,awake,1,02018,0,0,1,0,0,01
108,s0001_02021_0_0_1_0_0_01.png,awake,1,02021,0,0,1,0,0,01
109,s0001_02024_0_0_1_0_0_01.png,awake,1,02024,0,0,1,0,0,01
110,s0001_02026_0_0_1_0_0_01.png,awake,1,02026,0,0,1,0,0,01
111,s0001_02029_0_0_1_0_0_01.png,awake,1,02029,0,0,1,0,0,01
112,s0001_02030_0_0_1_0_0_01.png,awake,1,02030,0,0,1,0,0,01
113,s0001_02031_0_0_1_0_0_01.png,awake,1,02031,0,0,1,0,0,01
114,s0001_02033_0_0_1_0_0_01.png,awake,1,02033,0,0,1,0,0,01
115,s0001_02036_0_0_1_0_0_01.png,awake,1,02036,0,0,1,0,0,01
116,s0001_02037_0_0_1_0_0_01.png,awake,1,02037,0,0,1,0,0,01
117,s0001_02038_0_0_1_0_0_01.png,awake,1,02038,0,0,1,0,0,01
118,s0001_02039_0_0_1_0_0_01.png,awake,1,02039,0,0,1,0,0,01
119,s0001_02041_0_0_1_0_0_01.png,awake,1,02041,0,0,1,0,0,01
120,s0001_02043_0_0_1_0_0_01.png,awake,1,02043,0,0,1,0,0,01
121,s0001_02045_0_0_1_0_0_01.png,awake,1,02045,0,0,1,0,0,01
122,s0001_02046_0_0_1_0_0_01.png,awake,1,02046,0,0,1,0,0,01
123,s0001_02047_0_0_1_0_0_01.png,awake,1,02047,0,0,1,0,0,01
